"","Drug","cell","Final_conc_uM","median_GR24.x","median_GR24.y","percent_change_GR"
"2643","Oxfenicine","IGROV1",5,0.0404797415360112,0.042077548434673,96.2027091451337
"2644","Oxfenicine","LOXIMVI",1,0.0475318511902918,0.0475343819051574,99.9946760328753
"2645","Oxfenicine","LOXIMVI",2,0.0463859477226418,0.0475343819051574,97.5839926039071
"2646","Oxfenicine","LOXIMVI",3,0.0488891193624236,0.0475343819051574,102.850015931561
"2647","Oxfenicine","LOXIMVI",4,0.0483468362083418,0.0475343819051574,101.70919294755
"2648","Oxfenicine","LOXIMVI",5,0.0467197447862676,0.0475343819051574,98.2862149748467
"2649","Oxfenicine","M14",1,0.0391566821641357,0.037484959760084,104.459715082399
"2650","Oxfenicine","M14",2,0.0380528852204667,0.037484959760084,101.515075550347
"2651","Oxfenicine","M14",3,0.0379853783773592,0.037484959760084,101.334985072621
"2652","Oxfenicine","M14",4,0.0395268855747488,0.037484959760084,105.44732027921
"2653","Oxfenicine","M14",5,0.0361626084848496,0.037484959760084,96.4723150733043
"2654","Oxfenicine","MALME3M",1,0.0197636241107784,0.0204338432307294,96.7200535289262
"2655","Oxfenicine","MALME3M",2,0.020656572358109,0.0204338432307294,101.090001155752
"2656","Oxfenicine","MALME3M",3,0.0192743889984392,0.0204338432307294,94.3258141936484
"2657","Oxfenicine","MALME3M",4,0.0221699178083337,0.0204338432307294,108.496074663984
"2658","Oxfenicine","MALME3M",5,0.02445629917205,0.0204338432307294,119.685263784697
"2659","Oxfenicine","MDAMB231",1,0.0306010544098014,0.0298112253218478,102.649435168888
"2660","Oxfenicine","MDAMB231",2,0.0311964550206438,0.0298112253218478,104.646671459629
"2661","Oxfenicine","MDAMB231",3,0.0316786773140518,0.0298112253218478,106.264257748692
"2662","Oxfenicine","MDAMB231",4,0.0279174417914167,0.0298112253218478,93.6474146567761
"2663","Oxfenicine","MDAMB231",5,0.0320874137154702,0.0298112253218478,107.635339940067
"2664","Oxfenicine","OVCAR4",1,0.0276225175992714,0.0281152857919865,98.2473299529627
"2665","Oxfenicine","OVCAR4",2,0.0268833737360477,0.0281152857919865,95.6183548513316
"2666","Oxfenicine","OVCAR4",3,0.0287334334184496,0.0281152857919865,102.198617616895
"2667","Oxfenicine","OVCAR4",4,0.0280115725741834,0.0281152857919865,99.6311144813879
"2668","Oxfenicine","OVCAR4",5,0.0268715370020688,0.0281152857919865,95.5762541447392
"2669","Oxfenicine","OVCAR5",1,0.044781765991329,0.0446581583765071,100.276786189389
"2670","Oxfenicine","OVCAR5",2,0.042023880838957,0.0446581583765071,94.1012401018848
"2671","Oxfenicine","OVCAR5",3,0.049818156673997,0.0446581583765071,111.554435930803
"2672","Oxfenicine","OVCAR5",4,0.0439983745673496,0.0446581583765071,98.5225906460473
"2673","Oxfenicine","OVCAR5",5,0.0477667402637408,0.0446581583765071,106.960837616781
"2674","Oxfenicine","SF539",1,0.0398613014421659,0.0382123028998615,104.31536028233
"2675","Oxfenicine","SF539",2,0.0425156092894141,0.0382123028998615,111.261573009169
"2676","Oxfenicine","SF539",3,0.0385500012217818,0.0382123028998615,100.883742397848
"2677","Oxfenicine","SF539",4,0.038244310005888,0.0382123028998615,100.083761259065
"2678","Oxfenicine","SF539",5,0.0365584270727897,0.0382123028998615,95.6718760672291
"2679","Oxfenicine","SKMEL2",1,0.0307850304769788,0.033169557727411,92.8110972415479
"2680","Oxfenicine","SKMEL2",2,0.0296711836984363,0.033169557727411,89.453057958371
"2681","Oxfenicine","SKMEL2",3,0.0306694882483207,0.033169557727411,92.4627590767535
"2682","Oxfenicine","SKMEL2",4,0.0296617232139236,0.033169557727411,89.4245363706235
"2683","Oxfenicine","SKMEL2",5,0.0341657836239516,0.033169557727411,103.003434368126
"2684","Oxfenicine","SW620",1,0.0361180926345833,0.036494371470144,98.9689400847237
"2685","Oxfenicine","SW620",2,0.03620098090817,0.036494371470144,99.196066269523
"2686","Oxfenicine","SW620",3,0.0366131629613417,0.036494371470144,100.325506335394
"2687","Oxfenicine","SW620",4,0.0342590587054805,0.036494371470144,93.8749109119682
"2688","Oxfenicine","SW620",5,0.0370304441950083,0.036494371470144,101.468918913435
"2689","Oxfenicine","T47D",1,0.02733586308936,0.0266750841674784,102.477139032563
"2690","Oxfenicine","T47D",2,0.0268680014141037,0.0266750841674784,100.723211388628
"2691","Oxfenicine","T47D",3,0.0258365901567359,0.0266750841674784,96.856639681142
"2692","Oxfenicine","T47D",4,0.0261140333667882,0.0266750841674784,97.8967234098767
"2693","Oxfenicine","T47D",5,0.0272234824522852,0.0266750841674784,102.055844627757
"2694","Oxfenicine","UACC257",1,0.0276481923417442,0.0271632150486013,101.78541933374
"2695","Oxfenicine","UACC257",2,0.027849623961269,0.0271632150486013,102.526979635657
"2696","Oxfenicine","UACC257",3,0.027851219523613,0.0271632150486013,102.532853617588
"2697","Oxfenicine","UACC257",4,0.0276128621263162,0.0271632150486013,101.655352935617
"2698","Oxfenicine","UACC257",5,0.0268822474835975,0.0271632150486013,98.9656321444239
"2699","Paclitaxel","A498",1,0.0325215833834551,0.0292800681087454,111.070723137224
"2700","Paclitaxel","A498",2,0.0267081238067841,0.0292800681087454,91.2160576525671
"2701","Paclitaxel","A498",3,0.0296449904819119,0.0292800681087454,101.246316681406
"2702","Paclitaxel","ACHN",1,0.0370338311857877,0.0354804395010489,104.378163592627
"2703","Paclitaxel","ACHN",2,0.0335376174741751,0.0354804395010489,94.5242447551521
"2704","Paclitaxel","ACHN",3,0.0314915191165793,0.0354804395010489,88.7574098839681
"2705","Paclitaxel","ACHN",4,0.00820704419655758,0.0354804395010489,23.1311796357961
"2706","Paclitaxel","ACHN",5,-0.000126270750481562,0.0354804395010489,-0.355888349347614
"2707","Paclitaxel","BT549",1,0.036620542751716,0.0347871115463391,105.270432421314
"2708","Paclitaxel","BT549",2,0.0305090516080003,0.0347871115463391,87.7021697169651
"2709","Paclitaxel","BT549",3,0.0284355061094134,0.0347871115463391,81.741498058944
"2710","Paclitaxel","BT549",4,-0.00694091819993551,0.0347871115463391,-19.9525568275184
"2711","Paclitaxel","BT549",5,-0.0163838599899283,0.0347871115463391,-47.0975003719517
"2712","Paclitaxel","COLO205",1,0.0527198585635994,0.0504060929258587,104.590249915113
"2713","Paclitaxel","COLO205",2,0.0523790850174314,0.0504060929258587,103.914193656062
"2714","Paclitaxel","COLO205",3,0.0458255718374417,0.0504060929258587,90.9127630757766
"2715","Paclitaxel","EKVX",1,0.0211088084436656,0.0222251351618679,94.9771881697364
"2716","Paclitaxel","EKVX",2,0.0189017215489165,0.0222251351618679,85.0465988676932
"2717","Paclitaxel","EKVX",3,0.0156973118546682,0.0222251351618679,70.6286451818764
"2718","Paclitaxel","EKVX",4,0.0109390599814405,0.0222251351618679,49.2193181358412
"2719","Paclitaxel","EKVX",5,0.00345479077984796,0.0222251351618679,15.5445208980119
"2720","Paclitaxel","HCT15",1,0.0445804349307418,0.0436303640004474,102.177545276232
"2721","Paclitaxel","HCT15",2,0.0422134086720015,0.0436303640004474,96.7523641828167
"2722","Paclitaxel","HCT15",3,0.0410764392237168,0.0436303640004474,94.1464509058314
"2723","Paclitaxel","HCT15",4,0.0387700488573221,0.0436303640004474,88.8602461737989
"2724","Paclitaxel","HCT15",5,0.0221883731337732,0.0436303640004474,50.8553472841659
"2725","Paclitaxel","HOP62",1,0.0319115397831905,0.0288992724054065,110.423332932148
"2726","Paclitaxel","HOP62",2,0.029211579152406,0.0288992724054065,101.080673390729
"2727","Paclitaxel","HOP62",3,0.0299173056748057,0.0288992724054065,103.522695156881
"2728","Paclitaxel","HOP62",4,0.0309349583455669,0.0288992724054065,107.044073330301
"2729","Paclitaxel","HOP62",5,0.00993108811953686,0.0288992724054065,34.3644918813905
"2730","Paclitaxel","HS578T",1,0.0273718382898545,0.0288404846825183,94.9076917089604
"2731","Paclitaxel","HS578T",2,0.0303108223823289,0.0288404846825183,105.098172641675
"2732","Paclitaxel","HS578T",3,0.0332295889146976,0.0288404846825183,115.218552255607
"2733","Paclitaxel","HS578T",4,-0.0350634655361012,0.0288404846825183,-121.57724088928
"2734","Paclitaxel","HS578T",5,-0.0481608909360305,0.0288404846825183,-166.990574070425
"2735","Paclitaxel","HT29",1,0.0474409576074505,0.0467873773935254,101.3969156861
"2736","Paclitaxel","HT29",2,0.0473943237765676,0.0467873773935254,101.297243865449
"2737","Paclitaxel","HT29",3,0.0272513332415628,0.0467873773935254,58.2450540288969
"2738","Paclitaxel","HT29",4,0.00781598049134349,0.0467873773935254,16.7053186708967
"2739","Paclitaxel","HT29",5,0.00398081305267993,0.0467873773935254,8.50830560387598
"2740","Paclitaxel","IGROV1",1,0.0401953899110212,0.042077548434673,95.5269292207602
"2741","Paclitaxel","IGROV1",2,0.0385653054535155,0.042077548434673,91.6529286714259
"2742","Paclitaxel","IGROV1",3,0.0323476890792017,0.042077548434673,76.876363482589
"2743","Paclitaxel","IGROV1",4,0.0142148508815583,0.042077548434673,33.7825073236558
"2744","Paclitaxel","IGROV1",5,0.00755440766122382,0.042077548434673,17.9535356556058
"2745","Paclitaxel","LOXIMVI",1,0.0503475457104281,0.0475343819051574,105.918166372466
"2746","Paclitaxel","LOXIMVI",2,0.0459934852168055,0.0475343819051574,96.7583533716156
"2747","Paclitaxel","LOXIMVI",3,0.033084844849044,0.0475343819051574,69.6019250130492
"2748","Paclitaxel","LOXIMVI",4,0.0267269800214706,0.0475343819051574,56.2266278644316
"2749","Paclitaxel","LOXIMVI",5,0.0241183135089774,0.0475343819051574,50.7386707101805
"2750","Paclitaxel","M14",1,0.0392403951225478,0.037484959760084,104.683039207456
"2751","Paclitaxel","M14",2,0.0358588964864195,0.037484959760084,95.6620914519533
"2752","Paclitaxel","M14",3,0.0255847729077874,0.037484959760084,68.2534357020476
"2753","Paclitaxel","M14",4,0.00651665821806124,0.037484959760084,17.3847277942139
"2754","Paclitaxel","M14",5,0.00684361061792508,0.037484959760084,18.2569506856254
"2755","Paclitaxel","MALME3M",1,0.0187827651136074,0.0204338432307294,91.9198845832435
"2756","Paclitaxel","MALME3M",2,0.0226725292755655,0.0204338432307294,110.955775766496
"2757","Paclitaxel","MALME3M",3,0.0198792357575517,0.0204338432307294,97.2858386603274
"2758","Paclitaxel","MALME3M",4,0.00408075911553369,0.0204338432307294,19.9705903067556
"2759","Paclitaxel","MALME3M",5,0.00749606502194805,0.0204338432307294,36.6845577569818
"2760","Paclitaxel","MDAMB231",1,0.0300140264227438,0.0298112253218478,100.680284351638
"2761","Paclitaxel","MDAMB231",2,0.0305448640279974,0.0298112253218478,102.460947841724
"2762","Paclitaxel","MDAMB231",3,0.0298143217338598,0.0298112253218478,100.010386731771
"2763","Paclitaxel","MDAMB231",4,0.00260646997811677,0.0298112253218478,8.74325006763998
"2764","Paclitaxel","MDAMB231",5,-0.0205300658902234,0.0298112253218478,-68.8668971790887
"2765","Paclitaxel","OVCAR4",1,0.0275942552089634,0.0281152857919865,98.1468067339666
"2766","Paclitaxel","OVCAR4",2,0.025615910766984,0.0281152857919865,91.1102627819815
"2767","Paclitaxel","OVCAR4",3,0.0174359041738116,0.0281152857919865,62.015745821731
"2768","Paclitaxel","OVCAR4",4,0.00823422786431814,0.0281152857919865,29.2873703125048
"2769","Paclitaxel","OVCAR4",5,-0.00141062937147572,0.0281152857919865,-5.01730404560846
"2770","Paclitaxel","OVCAR5",1,0.0430296790795724,0.0446581583765071,96.3534562191184
"2771","Paclitaxel","OVCAR5",2,0.0409680993951127,0.0446581583765071,91.7370999711094
"2772","Paclitaxel","OVCAR5",3,0.0390262273300081,0.0446581583765071,87.3887969158582
"2773","Paclitaxel","OVCAR5",4,0.0228699020066172,0.0446581583765071,51.2110280361407
"2774","Paclitaxel","OVCAR5",5,0.0234653538572114,0.0446581583765071,52.5443831771523
"2775","Paclitaxel","SF539",1,0.0364532064844987,0.0382123028998615,95.3965181842805
"2776","Paclitaxel","SF539",2,0.0404735722847383,0.0382123028998615,105.9176474938
"2777","Paclitaxel","SF539",3,0.0429722013889687,0.0382123028998615,112.456455455147
"2778","Paclitaxel","SF539",4,0.0895793319311433,0.0382123028998615,234.425368619874
"2779","Paclitaxel","SF539",5,0.0170376808278828,0.0382123028998615,44.5868988124883
"2780","Paclitaxel","SKMEL2",1,0.0316580076819227,0.033169557727411,95.4429599034443
"2781","Paclitaxel","SKMEL2",2,0.0359997544387684,0.033169557727411,108.532512656985
"2782","Paclitaxel","SKMEL2",3,0.0296234811335873,0.033169557727411,89.3092436656359
"2783","Paclitaxel","SKMEL2",4,0.0073833276736132,0.033169557727411,22.2593491727859
"2784","Paclitaxel","SKMEL2",5,-0.00688684464680853,0.033169557727411,-20.7625458964661
"2785","Paclitaxel","SW620",1,0.0366219689084516,0.036494371470144,100.349635938824
"2786","Paclitaxel","SW620",2,0.0364037800463225,0.036494371470144,99.7517660390571
"2787","Paclitaxel","SW620",3,0.0303324945896647,0.036494371470144,83.1155418431569
"2788","Paclitaxel","SW620",4,0.0248282782724084,0.036494371470144,68.0331713418338
"2789","Paclitaxel","SW620",5,0.020247999690522,0.036494371470144,55.4825275099938
"2790","Paclitaxel","T47D",1,0.0256387236557832,0.0266750841674784,96.1148744454247
"2791","Paclitaxel","T47D",2,0.0260009564356187,0.0266750841674784,97.4728187261671
"2792","Paclitaxel","T47D",3,0.0214260908301728,0.0266750841674784,80.3224863158818
"2793","Paclitaxel","T47D",4,-0.00491283357332239,0.0266750841674784,-18.4173123596438
"2794","Paclitaxel","T47D",5,-0.00407648481874442,0.0266750841674784,-15.2819942128406
"2795","Paclitaxel","UACC257",1,0.0275118577718642,0.0271632150486013,101.283510522002
"2796","Paclitaxel","UACC257",2,0.026597387732603,0.0271632150486013,97.916935403317
"2797","Paclitaxel","UACC257",3,0.0254570851935838,0.0271632150486013,93.718969378386
"2798","Paclitaxel","UACC257",4,0.014097538033643,0.0271632150486013,51.8993720309591
"2799","Paclitaxel","UACC257",5,0.00575005283288978,0.0271632150486013,21.1685281826971
"2800","Rapamycin","A498",1,0.0264616288738241,0.0292800681087454,90.3742053315802
"2801","Rapamycin","A498",2,0.0245522253606653,0.0292800681087454,83.8530336387162
"2802","Rapamycin","A498",3,0.0200997106099241,0.0292800681087454,68.6463929498876
"2803","Rapamycin","A498",4,0.0201538594837617,0.0292800681087454,68.8313271981157
"2804","Rapamycin","A498",5,0.0183817481290787,0.0292800681087454,62.7790483984169
"2805","Rapamycin","ACHN",1,0.0362040315524752,0.0354804395010489,102.039411184309
"2806","Rapamycin","ACHN",2,0.0320449151965216,0.0354804395010489,90.3171314875461
"2807","Rapamycin","ACHN",3,0.0269983387394751,0.0354804395010489,76.0935859846859
"2808","Rapamycin","ACHN",4,0.0251163791440352,0.0354804395010489,70.7893687260912
"2809","Rapamycin","ACHN",5,0.0240557194658552,0.0354804395010489,67.7999478139047
"2810","Rapamycin","BT549",1,0.0297873565943168,0.0347871115463391,85.6275651246231
"2811","Rapamycin","BT549",2,0.0286412152554712,0.0347871115463391,82.3328353011401
"2812","Rapamycin","BT549",3,0.0231221068161647,0.0347871115463391,66.4674524223268
"2813","Rapamycin","BT549",4,0.0210180739059245,0.0347871115463391,60.4191408014051
"2814","Rapamycin","BT549",5,0.0244414777797819,0.0347871115463391,70.2601529512561
"2815","Rapamycin","COLO205",1,0.0501774869369998,0.0504060929258587,99.5464715164591
"2816","Rapamycin","COLO205",2,0.0496743773728937,0.0504060929258587,98.5483589175593
"2817","Rapamycin","COLO205",3,0.0491992121233596,0.0504060929258587,97.605684685234
"2818","Rapamycin","COLO205",4,0.0452915045429825,0.0504060929258587,89.8532338334591
"2819","Rapamycin","COLO205",5,0.0459999164244973,0.0504060929258587,91.2586430615792
"2820","Rapamycin","EKVX",1,0.0218145791660397,0.0222251351618679,98.1527401618117
"2821","Rapamycin","EKVX",2,0.0183945834414429,0.0222251351618679,82.7647764905512
"2822","Rapamycin","EKVX",3,0.0157015659047429,0.0222251351618679,70.6477858982038
"2823","Rapamycin","EKVX",4,0.0139002958386841,0.0222251351618679,62.5431329773555
"2824","Rapamycin","EKVX",5,0.0120090772123662,0.0222251351618679,54.0337645863697
"2825","Rapamycin","HCT15",1,0.0433991906973724,0.0436303640004474,99.4701549978527
"2826","Rapamycin","HCT15",2,0.0395741002210303,0.0436303640004474,90.7031172616954
"2827","Rapamycin","HCT15",3,0.0355813563127602,0.0436303640004474,81.5518209116827
"2828","Rapamycin","HCT15",4,0.0318712226070295,0.0436303640004474,73.0482620009833
"2829","Rapamycin","HCT15",5,0.0320377849697715,0.0436303640004474,73.4300199041267
"2830","Rapamycin","HOP62",1,0.0263374854576871,0.0288992724054065,91.1354621258901
"2831","Rapamycin","HOP62",2,0.0263639229708969,0.0288992724054065,91.2269437135195
"2832","Rapamycin","HOP62",3,0.0220046493353489,0.0288992724054065,76.1425721265987
"2833","Rapamycin","HOP62",4,0.0232419596385197,0.0288992724054065,80.4240304478099
"2834","Rapamycin","HOP62",5,0.0230537203382122,0.0288992724054065,79.7726669890113
"2835","Rapamycin","HS578T",1,0.0259772661788758,0.0288404846825183,90.0722247383795
"2836","Rapamycin","HS578T",2,0.0202513992376905,0.0288404846825183,70.2186508327506
"2837","Rapamycin","HS578T",3,0.0151718686037982,0.0288404846825183,52.6061498993968
"2838","Rapamycin","HS578T",4,0.0190121873240152,0.0288404846825183,65.9218717483602
"2839","Rapamycin","HS578T",5,0.0196489800434982,0.0288404846825183,68.1298537794978
"2840","Rapamycin","HT29",1,0.0451801903231497,0.0467873773935254,96.5649131028274
"2841","Rapamycin","HT29",2,0.0426333641600444,0.0467873773935254,91.1215086955145
"2842","Rapamycin","HT29",3,0.0361342706147126,0.0467873773935254,77.2308101623002
"2843","Rapamycin","HT29",4,0.0336577442310979,0.0467873773935254,71.9376594845335
"2844","Rapamycin","HT29",5,0.0326406558216115,0.0467873773935254,69.7638073343439
"2845","Rapamycin","IGROV1",1,0.0394315058657079,0.042077548434673,93.7115096591876
"2846","Rapamycin","IGROV1",2,0.0259519494744702,0.042077548434673,61.6764769809762
"2847","Rapamycin","IGROV1",3,0.0241255738782339,0.042077548434673,57.3359779163222
"2848","Rapamycin","IGROV1",4,0.0167751486395537,0.042077548434673,39.8672196066692
"2849","Rapamycin","IGROV1",5,0.0200289778263114,0.042077548434673,47.6001539334146
"2850","Rapamycin","LOXIMVI",1,0.0459107653711742,0.0475343819051574,96.5843322897882
"2851","Rapamycin","LOXIMVI",2,0.0433707854000612,0.0475343819051574,91.2408737881486
"2852","Rapamycin","LOXIMVI",3,0.0290722321794426,0.0475343819051574,61.1604295969363
"2853","Rapamycin","LOXIMVI",4,0.0245875173533372,0.0475343819051574,51.725753797315
"2854","Rapamycin","LOXIMVI",5,0.0218807625676027,0.0475343819051574,46.0314443790606
"2855","Rapamycin","M14",1,0.0363678083640651,0.037484959760084,97.0197343063216
"2856","Rapamycin","M14",2,0.0299981529687519,0.037484959760084,80.0271713261794
"2857","Rapamycin","M14",3,0.0274575502550326,0.037484959760084,73.2495124198341
"2858","Rapamycin","M14",4,0.0268035500134268,0.037484959760084,71.5048120232174
"2859","Rapamycin","M14",5,0.0214349494762182,0.037484959760084,57.1827997506435
"2860","Rapamycin","MALME3M",1,0.0184499181376383,0.0204338432307294,90.2909840763211
"2861","Rapamycin","MALME3M",2,0.0172267298823424,0.0204338432307294,84.3048940320538
"2862","Rapamycin","MALME3M",3,0.015058344382241,0.0204338432307294,73.6931580232322
"2863","Rapamycin","MALME3M",4,0.0127068761623926,0.0204338432307294,62.1854441130455
"2864","Rapamycin","MALME3M",5,0.0118384300476205,0.0204338432307294,57.9354060513554
"2865","Rapamycin","MDAMB231",1,0.0292793311883966,0.0298112253218478,98.2157924482847
"2866","Rapamycin","MDAMB231",2,0.0256329274998153,0.0298112253218478,85.9841459821835
"2867","Rapamycin","MDAMB231",3,0.0228492321595832,0.0298112253218478,76.6464038726969
"2868","Rapamycin","MDAMB231",4,0.0246727858883911,0.0298112253218478,82.7634074816412
"2869","Rapamycin","MDAMB231",5,0.0263305185132031,0.0298112253218478,88.3241739610957
"2870","Rapamycin","OVCAR4",1,0.0259889957379302,0.0281152857919865,92.43724545506
"2871","Rapamycin","OVCAR4",2,0.0249342257369993,0.0281152857919865,88.6856563418115
"2872","Rapamycin","OVCAR4",3,0.0218968858926719,0.0281152857919865,77.8824944362225
"2873","Rapamycin","OVCAR4",4,0.0205774172096004,0.0281152857919865,73.1894292729026
"2874","Rapamycin","OVCAR4",5,0.0171115150646443,0.0281152857919865,60.8619638130142
"2875","Rapamycin","OVCAR5",1,0.0427245155779618,0.0446581583765071,95.6701241859481
"2876","Rapamycin","OVCAR5",2,0.0366005747016266,0.0446581583765071,81.9571966964062
"2877","Rapamycin","OVCAR5",3,0.0296554466972282,0.0446581583765071,66.4054402942615
"2878","Rapamycin","OVCAR5",4,0.0318977252686675,0.0446581583765071,71.4264233642191
"2879","Rapamycin","OVCAR5",5,0.0340924346671332,0.0446581583765071,76.3408879956586
"2880","Rapamycin","SF539",1,0.0422769473235919,0.0382123028998615,110.637004617026
"2881","Rapamycin","SF539",2,0.0352692852170201,0.0382123028998615,92.298245697063
"2882","Rapamycin","SF539",3,0.0324038642434699,0.0382123028998615,84.7995587399871
"2883","Rapamycin","SF539",4,0.0341361418047852,0.0382123028998615,89.3328567352817
"2884","Rapamycin","SF539",5,0.0407030917307966,0.0382123028998615,106.518290293737
"2885","Rapamycin","SKMEL2",1,0.0380746200242344,0.033169557727411,114.78784353151
"2886","Rapamycin","SKMEL2",2,0.0323411699462356,0.033169557727411,97.5025660939373
"2887","Rapamycin","SKMEL2",3,0.0310672582704013,0.033169557727411,93.6619611443528
"2888","Rapamycin","SKMEL2",4,0.0270592842941135,0.033169557727411,81.5786707694085
"2889","Rapamycin","SKMEL2",5,0.0351919687210784,0.033169557727411,106.097190111149
"2890","Rapamycin","SW620",1,0.0362996906551148,0.036494371470144,99.4665456420082
"2891","Rapamycin","SW620",2,0.0346348444939053,0.036494371470144,94.9046198048376
"2892","Rapamycin","SW620",3,0.0321865415666817,0.036494371470144,88.1959060262578
"2893","Rapamycin","SW620",4,0.0286488537889684,0.036494371470144,78.5021159013684
"2894","Rapamycin","SW620",5,0.0260977209262333,0.036494371470144,71.5116328214715
"2895","Rapamycin","T47D",1,0.027170119148397,0.0266750841674784,101.855795384976
"2896","Rapamycin","T47D",2,0.0263508614657554,0.0266750841674784,98.7845485334278
"2897","Rapamycin","T47D",3,0.0229768970007981,0.0266750841674784,86.1361743285931
"2898","Rapamycin","T47D",4,0.0227896702173818,0.0266750841674784,85.4342954432602
"2899","Rapamycin","T47D",5,0.0206964910644928,0.0266750841674784,77.5873505573618
"2900","Rapamycin","UACC257",1,0.0267154072049718,0.0271632150486013,98.3514181114855
"2901","Rapamycin","UACC257",2,0.028938251455489,0.0271632150486013,106.534706601232
"2902","Rapamycin","UACC257",3,0.0273504183345907,0.0271632150486013,100.689179412873
"2903","Rapamycin","UACC257",4,0.0263562157619582,0.0271632150486013,97.0290730121631
"2904","Rapamycin","UACC257",5,0.0262624191076743,0.0271632150486013,96.6837653815455
"2905","Topotecan","A498",1,0.0261673741531374,0.0292800681087454,89.3692393608938
"2906","Topotecan","A498",2,0.0266174018643685,0.0292800681087454,90.9062156737891
"2907","Topotecan","A498",3,0.0256185584544233,0.0292800681087454,87.4948731651736
"2908","Topotecan","A498",4,0.00742177833255785,0.0292800681087454,25.3475446334126
"2909","Topotecan","A498",5,-0.0247789409517626,0.0292800681087454,-84.6273337197656
"2910","Topotecan","ACHN",1,0.0373533672438302,0.0354804395010489,105.278761393939
"2911","Topotecan","ACHN",2,0.0357863960532112,0.0354804395010489,100.862324583531
"2912","Topotecan","ACHN",3,0.0334425869934153,0.0354804395010489,94.256405680732
"2913","Topotecan","ACHN",4,0.00261721810417639,0.0354804395010489,7.37650982057035
"2914","Topotecan","ACHN",5,-0.00486939309966246,0.0354804395010489,-13.7241622937577
"2915","Topotecan","BT549",1,0.0314748866724539,0.0347871115463391,90.4785861008524
"2916","Topotecan","BT549",2,0.0366355524815279,0.0347871115463391,105.313579808794
"2917","Topotecan","BT549",3,0.0309713496763372,0.0347871115463391,89.0311046235645
"2918","Topotecan","BT549",4,0.0260576147871892,0.0347871115463391,74.9059454173954
"2919","Topotecan","BT549",5,0.00847048465381157,0.0347871115463391,24.349491168671
"2920","Topotecan","COLO205",1,0.0492343286829315,0.0504060929258587,97.6753519764948
"2921","Topotecan","COLO205",2,0.0513634632135771,0.0504060929258587,101.899314610888
"2922","Topotecan","COLO205",3,0.0587168275583904,0.0504060929258587,116.487559638387
"2923","Topotecan","COLO205",4,0.0256994546546635,0.0504060929258587,50.9848178323687
"2924","Topotecan","COLO205",5,0.0035551881362104,0.0504060929258587,7.05309205662826
"2925","Topotecan","EKVX",1,0.0205006456216159,0.0222251351618679,92.2408141606681
"2926","Topotecan","EKVX",2,0.0212679714104019,0.0222251351618679,95.6933276468517
"2927","Topotecan","EKVX",3,0.0199837572062887,0.0222251351618679,89.9151211488479
"2928","Topotecan","EKVX",4,0.0185574247972603,0.0222251351618679,83.4974665490432
"2929","Topotecan","EKVX",5,0.00930210025247842,0.0222251351618679,41.8539648228471
"2930","Topotecan","HCT15",1,0.043591521243435,0.0436303640004474,99.9109731080583
"2931","Topotecan","HCT15",2,0.0456865885634444,0.0436303640004474,104.712829264903
"2932","Topotecan","HCT15",3,0.0450395242765101,0.0436303640004474,103.229769699029
"2933","Topotecan","HCT15",4,0.0397364973010126,0.0436303640004474,91.0753284125823
"2934","Topotecan","HCT15",5,0.0268666175920358,0.0436303640004474,61.5777984152512
"2935","Topotecan","HOP62",1,0.0278139396693347,0.0288992724054065,96.2444288532717
"2936","Topotecan","HOP62",2,0.0254667838622216,0.0288992724054065,88.1225779838568
"2937","Topotecan","HOP62",3,0.0282281509620811,0.0288992724054065,97.6777220065933
"2938","Topotecan","HOP62",4,0.00227737176428665,0.0288992724054065,7.88037751379719
"2939","Topotecan","HOP62",5,-0.00811936110468232,0.0288992724054065,-28.0953824400206
"2940","Topotecan","HS578T",1,0.0293934775121967,0.0288404846825183,101.917418641766
"2941","Topotecan","HS578T",2,0.0280961254611092,0.0288404846825183,97.419047461916
"2942","Topotecan","HS578T",3,0.024480817565964,0.0288404846825183,84.8835164715628
"2943","Topotecan","HS578T",4,0.0231286436911733,0.0288404846825183,80.1950589450138
"2944","Topotecan","HS578T",5,0.014669278927494,0.0288404846825183,50.8634965361237
"2945","Topotecan","HT29",1,0.0475388357831887,0.0467873773935254,101.606113510793
"2946","Topotecan","HT29",2,0.0492782547272917,0.0467873773935254,105.323823374018
"2947","Topotecan","HT29",3,0.0502497617325127,0.0467873773935254,107.400253085069
"2948","Topotecan","HT29",4,0.0411562381003829,0.0467873773935254,87.9644049167804
"2949","Topotecan","HT29",5,0.0154085885479032,0.0467873773935254,32.9332170476293
"2950","Topotecan","IGROV1",1,0.0426013919065715,0.042077548434673,101.244947701057
"2951","Topotecan","IGROV1",2,0.0411989998714641,0.042077548434673,97.9120728371975
"2952","Topotecan","IGROV1",3,0.0380249153570834,0.042077548434673,90.3686568529972
"2953","Topotecan","IGROV1",4,0.0241742285838333,0.042077548434673,57.4516089533226
"2954","Topotecan","IGROV1",5,-0.00349022883630918,0.042077548434673,-8.29475329754034
"2955","Topotecan","LOXIMVI",1,0.0472813451328337,0.0475343819051574,99.4676763172633
"2956","Topotecan","LOXIMVI",2,0.0459495853795932,0.0475343819051574,96.6659995101521
"2957","Topotecan","LOXIMVI",3,0.0393824316848648,0.0475343819051574,82.8504129146821
"2958","Topotecan","LOXIMVI",4,0.00239847567472347,0.0475343819051574,5.04577019536934
