"","idx","injseq","source_plate","well384","well96","cell","drug","conc","quadrant"
"18651",27834," 75","P2","E19","C10","HCT15","Topotecan","1.10e-02",1
"18652",9017," 33","P2","E19","C10","HT29","Topotecan","1.10e-02",1
"18653",27835," 75","P2","E19","C10","HCT15","Topotecan","1.10e-02",1
"18654",4236," 87","P2","E19","C10","T47D","Topotecan","1.10e-02",1
"18655",17990," 43","P2","E19","C10","M14","Topotecan","1.10e-02",1
"18656",27056," 94","P2","E19","C10","IGROV1","Topotecan","1.10e-02",1
"18657",844," 16","P2","E19","C10","LOXIMVI","Topotecan","1.10e-02",1
"18658",5888,"101","P2","E19","C10","HOP62","Topotecan","1.10e-02",1
"18659",21306," 73","P2","E19","C10","MALME3M","Topotecan","1.10e-02",1
"18660",2567," 61","P2","E19","C10","MDAMB231","Topotecan","1.10e-02",1
"18661",14008," 92","P2","E19","C10","UACC257","Topotecan","1.10e-02",1
"18662",30169," 25","P2","E19","C10","SKMEL2","Topotecan","1.10e-02",1
"18663",32656," 45","P2","E19","C10","BT549","Topotecan","1.10e-02",1
"18664",32657," 45","P2","E19","C10","BT549","Topotecan","1.10e-02",1
"18665",9016," 33","P2","E19","C10","HT29","Topotecan","1.10e-02",1
"18666",17154," 33","P2","E19","C10","OVCAR4","Topotecan","1.10e-02",1
"18667",19665," 64","P2","E19","C10","A498","Topotecan","1.10e-02",1
"18668",15471,"  7","P2","E19","C10","SW620","Topotecan","1.10e-02",1
"18669",9874," 54","P2","E19","C10","OVCAR5","Topotecan","1.10e-02",1
"18670",845," 16","P2","E19","C10","LOXIMVI","Topotecan","1.10e-02",1
"18671",5889,"101","P2","E19","C10","HOP62","Topotecan","1.10e-02",1
"18672",7519,"100","P2","E19","C10","EKVX","Topotecan","1.10e-02",1
"18673",31918," 84","P2","E19","C10","SF539","Topotecan","1.10e-02",1
"18674",17155," 33","P2","E19","C10","OVCAR4","Topotecan","1.10e-02",1
"18675",31919," 84","P2","E19","C10","SF539","Topotecan","1.10e-02",1
"18676",17991," 43","P2","E19","C10","M14","Topotecan","1.10e-02",1
"18677",27057," 94","P2","E19","C10","IGROV1","Topotecan","1.10e-02",1
"18678",19664," 64","P2","E19","C10","A498","Topotecan","1.10e-02",1
"18679",21307," 73","P2","E19","C10","MALME3M","Topotecan","1.10e-02",1
"18680",9875," 54","P2","E19","C10","OVCAR5","Topotecan","1.10e-02",1
"18681",14009," 92","P2","E19","C10","UACC257","Topotecan","1.10e-02",1
"18682",7518,"100","P2","E19","C10","EKVX","Topotecan","1.10e-02",1
"18683",2566," 61","P2","E19","C10","MDAMB231","Topotecan","1.10e-02",1
"18684",30168," 25","P2","E19","C10","SKMEL2","Topotecan","1.10e-02",1
"18685",18183,"139","P2","E2","C1","M14","DMSO","3.67e+02",2
"18686",9303,"176","P2","E2","C1","HT29","DMSO","3.67e+02",2
"18687",14163,"169","P2","E2","C1","UACC257","DMSO","3.67e+02",2
"18688",18182,"139","P2","E2","C1","M14","DMSO","3.67e+02",2
"18689",30376,"129","P2","E2","C1","SKMEL2","DMSO","3.67e+02",2
"18690",23162,"187","P2","E2","C1","ACHN","DMSO","3.67e+02",2
"18691",5921,"117","P2","E2","C1","HOP62","DMSO","3.67e+02",2
"18692",19769,"116","P2","E2","C1","A498","DMSO","3.67e+02",2
"18693",4279,"108","P2","E2","C1","T47D","DMSO","3.67e+02",2
"18694",4278,"108","P2","E2","C1","T47D","DMSO","3.67e+02",2
"18695",12514,"161","P2","E2","C1","COLO205","DMSO","3.67e+02",2
"18696",31967,"108","P2","E2","C1","SF539","DMSO","3.67e+02",2
"18697",2738,"147","P2","E2","C1","MDAMB231","DMSO","3.67e+02",2
"18698",12515,"161","P2","E2","C1","COLO205","DMSO","3.67e+02",2
"18699",14162,"169","P2","E2","C1","UACC257","DMSO","3.67e+02",2
"18700",23163,"187","P2","E2","C1","ACHN","DMSO","3.67e+02",2
"18701",27901,"108","P2","E2","C1","HCT15","DMSO","3.67e+02",2
"18702",10043,"138","P2","E2","C1","OVCAR5","DMSO","3.67e+02",2
"18703",17463,"187","P2","E2","C1","OVCAR4","DMSO","3.67e+02",2
"18704",19768,"116","P2","E2","C1","A498","DMSO","3.67e+02",2
"18705",17462,"187","P2","E2","C1","OVCAR4","DMSO","3.67e+02",2
"18706",31966,"108","P2","E2","C1","SF539","DMSO","3.67e+02",2
"18707",32854,"144","P2","E2","C1","BT549","DMSO","3.67e+02",2
"18708",27269,"200","P2","E2","C1","IGROV1","DMSO","3.67e+02",2
"18709",30377,"129","P2","E2","C1","SKMEL2","DMSO","3.67e+02",2
"18710",9302,"176","P2","E2","C1","HT29","DMSO","3.67e+02",2
"18711",21393,"116","P2","E2","C1","MALME3M","DMSO","3.67e+02",2
"18712",27900,"108","P2","E2","C1","HCT15","DMSO","3.67e+02",2
"18713",27268,"200","P2","E2","C1","IGROV1","DMSO","3.67e+02",2
"18714",10042,"138","P2","E2","C1","OVCAR5","DMSO","3.67e+02",2
"18715",25607,"185","P2","E2","C1","HS578T","DMSO","3.67e+02",2
"18716",7644,"163","P2","E2","C1","EKVX","DMSO","3.67e+02",2
"18717",1049,"118","P2","E2","C1","LOXIMVI","DMSO","3.67e+02",2
"18718",2739,"147","P2","E2","C1","MDAMB231","DMSO","3.67e+02",2
"18719",1048,"118","P2","E2","C1","LOXIMVI","DMSO","3.67e+02",2
"18720",32855,"144","P2","E2","C1","BT549","DMSO","3.67e+02",2
"18721",25606,"185","P2","E2","C1","HS578T","DMSO","3.67e+02",2
"18722",21392,"116","P2","E2","C1","MALME3M","DMSO","3.67e+02",2
"18723",15845,"194","P2","E2","C1","SW620","DMSO","3.67e+02",2
"18724",5920,"117","P2","E2","C1","HOP62","DMSO","3.67e+02",2
"18725",7645,"163","P2","E2","C1","EKVX","DMSO","3.67e+02",2
"18726",15844,"194","P2","E2","C1","SW620","DMSO","3.67e+02",2
"18727",17461,"186","P2","E20","C10","OVCAR4","Oxfenicine","2.77e+01",2
"18728",1140,"164","P2","E20","C10","LOXIMVI","Oxfenicine","2.77e+01",2
"18729",17460,"186","P2","E20","C10","OVCAR4","Oxfenicine","2.77e+01",2
"18730",32951,"192","P2","E20","C10","BT549","Oxfenicine","2.77e+01",2
"18731",30486,"184","P2","E20","C10","SKMEL2","Oxfenicine","2.77e+01",2
"18732",6004,"159","P2","E20","C10","HOP62","Oxfenicine","2.77e+01",2
"18733",30487,"184","P2","E20","C10","SKMEL2","Oxfenicine","2.77e+01",2
"18734",14057,"116","P2","E20","C10","UACC257","Oxfenicine","2.77e+01",2
"18735",7718,"200","P2","E20","C10","EKVX","Oxfenicine","2.77e+01",2
"18736",25477,"120","P2","E20","C10","HS578T","Oxfenicine","2.77e+01",2
"18737",21548,"194","P2","E20","C10","MALME3M","Oxfenicine","2.77e+01",2
"18738",4316,"127","P2","E20","C10","T47D","Oxfenicine","2.77e+01",2
"18739",25476,"120","P2","E20","C10","HS578T","Oxfenicine","2.77e+01",2
"18740",23011,"111","P2","E20","C10","ACHN","Oxfenicine","2.77e+01",2
"18741",12541,"174","P2","E20","C10","COLO205","Oxfenicine","2.77e+01",2
"18742",12540,"174","P2","E20","C10","COLO205","Oxfenicine","2.77e+01",2
"18743",1141,"164","P2","E20","C10","LOXIMVI","Oxfenicine","2.77e+01",2
"18744",32950,"192","P2","E20","C10","BT549","Oxfenicine","2.77e+01",2
"18745",6005,"159","P2","E20","C10","HOP62","Oxfenicine","2.77e+01",2
"18746",19899,"181","P2","E20","C10","A498","Oxfenicine","2.77e+01",2
"18747",4317,"127","P2","E20","C10","T47D","Oxfenicine","2.77e+01",2
"18748",27185,"158","P2","E20","C10","IGROV1","Oxfenicine","2.77e+01",2
"18749",14056,"116","P2","E20","C10","UACC257","Oxfenicine","2.77e+01",2
"18750",9356,"203","P2","E20","C10","HT29","Oxfenicine","2.77e+01",2
"18751",10165,"199","P2","E20","C10","OVCAR5","Oxfenicine","2.77e+01",2
"18752",23010,"111","P2","E20","C10","ACHN","Oxfenicine","2.77e+01",2
"18753",7719,"200","P2","E20","C10","EKVX","Oxfenicine","2.77e+01",2
"18754",27184,"158","P2","E20","C10","IGROV1","Oxfenicine","2.77e+01",2
"18755",31975,"112","P2","E20","C10","SF539","Oxfenicine","2.77e+01",2
"18756",2825,"190","P2","E20","C10","MDAMB231","Oxfenicine","2.77e+01",2
"18757",31974,"112","P2","E20","C10","SF539","Oxfenicine","2.77e+01",2
"18758",19898,"181","P2","E20","C10","A498","Oxfenicine","2.77e+01",2
"18759",18121,"108","P2","E20","C10","M14","Oxfenicine","2.77e+01",2
"18760",28064,"190","P2","E20","C10","HCT15","Oxfenicine","2.77e+01",2
"18761",2824,"190","P2","E20","C10","MDAMB231","Oxfenicine","2.77e+01",2
"18762",28065,"190","P2","E20","C10","HCT15","Oxfenicine","2.77e+01",2
"18763",18120,"108","P2","E20","C10","M14","Oxfenicine","2.77e+01",2
"18764",15741,"142","P2","E20","C10","SW620","Oxfenicine","2.77e+01",2
"18765",15740,"142","P2","E20","C10","SW620","Oxfenicine","2.77e+01",2
"18766",10164,"199","P2","E20","C10","OVCAR5","Oxfenicine","2.77e+01",2
"18767",9357,"203","P2","E20","C10","HT29","Oxfenicine","2.77e+01",2
"18768",21549,"194","P2","E20","C10","MALME3M","Oxfenicine","2.77e+01",2
"18769",9847," 40","P2","E21","C11","OVCAR5","Topotecan","1.10e-03",1
"18770",5876," 95","P2","E21","C11","HOP62","Topotecan","1.10e-03",1
"18771",17240," 76","P2","E21","C11","OVCAR4","Topotecan","1.10e-03",1
"18772",17974," 35","P2","E21","C11","M14","Topotecan","1.10e-03",1
"18773",32765," 99","P2","E21","C11","BT549","Topotecan","1.10e-03",1
"18774",9151,"100","P2","E21","C11","HT29","Topotecan","1.10e-03",1
"18775",17241," 76","P2","E21","C11","OVCAR4","Topotecan","1.10e-03",1
"18776",27804," 60","P2","E21","C11","HCT15","Topotecan","1.10e-03",1
"18777",30232," 57","P2","E21","C11","SKMEL2","Topotecan","1.10e-03",1
"18778",27805," 60","P2","E21","C11","HCT15","Topotecan","1.10e-03",1
"18779",31950,"100","P2","E21","C11","SF539","Topotecan","1.10e-03",1
"18780",5877," 95","P2","E21","C11","HOP62","Topotecan","1.10e-03",1
"18781",7466," 74","P2","E21","C11","EKVX","Topotecan","1.10e-03",1
"18782",30233," 57","P2","E21","C11","SKMEL2","Topotecan","1.10e-03",1
"18783",17975," 35","P2","E21","C11","M14","Topotecan","1.10e-03",1
"18784",22828," 20","P2","E21","C11","ACHN","Topotecan","1.10e-03",1
"18785",2514," 35","P2","E21","C11","MDAMB231","Topotecan","1.10e-03",1
"18786",903," 45","P2","E21","C11","LOXIMVI","Topotecan","1.10e-03",1
"18787",26898," 15","P2","E21","C11","IGROV1","Topotecan","1.10e-03",1
"18788",12666,"237","P2","E21","C11","COLO205","Topotecan","1.10e-03",1
"18789",25274," 19","P2","E21","C11","HS578T","Topotecan","1.10e-03",1
"18790",26899," 15","P2","E21","C11","IGROV1","Topotecan","1.10e-03",1
"18791",902," 45","P2","E21","C11","LOXIMVI","Topotecan","1.10e-03",1
"18792",22829," 20","P2","E21","C11","ACHN","Topotecan","1.10e-03",1
"18793",4147," 42","P2","E21","C11","T47D","Topotecan","1.10e-03",1
"18794",9846," 40","P2","E21","C11","OVCAR5","Topotecan","1.10e-03",1
"18795",21302," 71","P2","E21","C11","MALME3M","Topotecan","1.10e-03",1
"18796",9150,"100","P2","E21","C11","HT29","Topotecan","1.10e-03",1
"18797",32764," 99","P2","E21","C11","BT549","Topotecan","1.10e-03",1
"18798",21303," 71","P2","E21","C11","MALME3M","Topotecan","1.10e-03",1
"18799",25275," 19","P2","E21","C11","HS578T","Topotecan","1.10e-03",1
"18800",19559," 11","P2","E21","C11","A498","Topotecan","1.10e-03",1
"18801",13980," 78","P2","E21","C11","UACC257","Topotecan","1.10e-03",1
"18802",2515," 35","P2","E21","C11","MDAMB231","Topotecan","1.10e-03",1
"18803",12667,"237","P2","E21","C11","COLO205","Topotecan","1.10e-03",1
"18804",4146," 42","P2","E21","C11","T47D","Topotecan","1.10e-03",1
"18805",19558," 11","P2","E21","C11","A498","Topotecan","1.10e-03",1
"18806",13981," 78","P2","E21","C11","UACC257","Topotecan","1.10e-03",1
"18807",15613," 78","P2","E21","C11","SW620","Topotecan","1.10e-03",1
"18808",15612," 78","P2","E21","C11","SW620","Topotecan","1.10e-03",1
"18809",31951,"100","P2","E21","C11","SF539","Topotecan","1.10e-03",1
"18810",7467," 74","P2","E21","C11","EKVX","Topotecan","1.10e-03",1
"18811",21424,"132","P2","E22","C11","MALME3M","Paclitaxel","1.10e-01",2
"18812",25567,"165","P2","E22","C11","HS578T","Paclitaxel","1.10e-01",2
"18813",19806,"135","P2","E22","C11","A498","Paclitaxel","1.10e-01",2
"18814",23173,"192","P2","E22","C11","ACHN","Paclitaxel","1.10e-01",2
"18815",14155,"165","P2","E22","C11","UACC257","Paclitaxel","1.10e-01",2
"18816",32784,"109","P2","E22","C11","BT549","Paclitaxel","1.10e-01",2
"18817",31983,"116","P2","E22","C11","SF539","Paclitaxel","1.10e-01",2
"18818",14154,"165","P2","E22","C11","UACC257","Paclitaxel","1.10e-01",2
"18819",18124,"110","P2","E22","C11","M14","Paclitaxel","1.10e-01",2
"18820",9177,"113","P2","E22","C11","HT29","Paclitaxel","1.10e-01",2
"18821",30465,"173","P2","E22","C11","SKMEL2","Paclitaxel","1.10e-01",2
"18822",2736,"146","P2","E22","C11","MDAMB231","Paclitaxel","1.10e-01",2
"18823",4357,"147","P2","E22","C11","T47D","Paclitaxel","1.10e-01",2
"18824",30464,"173","P2","E22","C11","SKMEL2","Paclitaxel","1.10e-01",2
"18825",1058,"123","P2","E22","C11","LOXIMVI","Paclitaxel","1.10e-01",2
"18826",5961,"137","P2","E22","C11","HOP62","Paclitaxel","1.10e-01",2
"18827",32785,"109","P2","E22","C11","BT549","Paclitaxel","1.10e-01",2
"18828",7657,"169","P2","E22","C11","EKVX","Paclitaxel","1.10e-01",2
"18829",27131,"131","P2","E22","C11","IGROV1","Paclitaxel","1.10e-01",2
"18830",17413,"162","P2","E22","C11","OVCAR4","Paclitaxel","1.10e-01",2
"18831",31982,"116","P2","E22","C11","SF539","Paclitaxel","1.10e-01",2
"18832",25566,"165","P2","E22","C11","HS578T","Paclitaxel","1.10e-01",2
"18833",12442,"125","P2","E22","C11","COLO205","Paclitaxel","1.10e-01",2
"18834",19807,"135","P2","E22","C11","A498","Paclitaxel","1.10e-01",2
"18835",12443,"125","P2","E22","C11","COLO205","Paclitaxel","1.10e-01",2
"18836",27130,"131","P2","E22","C11","IGROV1","Paclitaxel","1.10e-01",2
"18837",18125,"110","P2","E22","C11","M14","Paclitaxel","1.10e-01",2
"18838",27972,"144","P2","E22","C11","HCT15","Paclitaxel","1.10e-01",2
"18839",1059,"123","P2","E22","C11","LOXIMVI","Paclitaxel","1.10e-01",2
"18840",5960,"137","P2","E22","C11","HOP62","Paclitaxel","1.10e-01",2
"18841",9997,"115","P2","E22","C11","OVCAR5","Paclitaxel","1.10e-01",2
"18842",4356,"147","P2","E22","C11","T47D","Paclitaxel","1.10e-01",2
"18843",15805,"174","P2","E22","C11","SW620","Paclitaxel","1.10e-01",2
"18844",7656,"169","P2","E22","C11","EKVX","Paclitaxel","1.10e-01",2
"18845",15804,"174","P2","E22","C11","SW620","Paclitaxel","1.10e-01",2
"18846",17412,"162","P2","E22","C11","OVCAR4","Paclitaxel","1.10e-01",2
"18847",9176,"113","P2","E22","C11","HT29","Paclitaxel","1.10e-01",2
"18848",27973,"144","P2","E22","C11","HCT15","Paclitaxel","1.10e-01",2
"18849",9996,"115","P2","E22","C11","OVCAR5","Paclitaxel","1.10e-01",2
"18850",21425,"132","P2","E22","C11","MALME3M","Paclitaxel","1.10e-01",2
"18851",2737,"146","P2","E22","C11","MDAMB231","Paclitaxel","1.10e-01",2
"18852",23172,"192","P2","E22","C11","ACHN","Paclitaxel","1.10e-01",2
"18853",17944," 20","P2","E23","C12","M14","DMSO","3.67e+02",1
"18854",5863," 88","P2","E23","C12","HOP62","DMSO","3.67e+02",1
"18855",14023," 99","P2","E23","C12","UACC257","DMSO","3.67e+02",1
"18856",7341," 11","P2","E23","C12","EKVX","DMSO","3.67e+02",1
"18857",9004," 27","P2","E23","C12","HT29","DMSO","3.67e+02",1
"18858",26887,"  9","P2","E23","C12","IGROV1","DMSO","3.67e+02",1
"18859",15541," 42","P2","E23","C12","SW620","DMSO","3.67e+02",1
"18860",31760,"  5","P2","E23","C12","SF539","DMSO","3.67e+02",1
"18861",22989,"100","P2","E23","C12","ACHN","DMSO","3.67e+02",1
"18862",7340," 11","P2","E23","C12","EKVX","DMSO","3.67e+02",1
"18863",30317," 99","P2","E23","C12","SKMEL2","DMSO","3.67e+02",1
"18864",4250," 94","P2","E23","C12","T47D","DMSO","3.67e+02",1
"18865",1000," 94","P2","E23","C12","LOXIMVI","DMSO","3.67e+02",1
"18866",25265," 14","P2","E23","C12","HS578T","DMSO","3.67e+02",1
"18867",1001," 94","P2","E23","C12","LOXIMVI","DMSO","3.67e+02",1
"18868",19725," 94","P2","E23","C12","A498","DMSO","3.67e+02",1
"18869",25264," 14","P2","E23","C12","HS578T","DMSO","3.67e+02",1
"18870",19724," 94","P2","E23","C12","A498","DMSO","3.67e+02",1
"18871",17224," 68","P2","E23","C12","OVCAR4","DMSO","3.67e+02",1
"18872",9005," 27","P2","E23","C12","HT29","DMSO","3.67e+02",1
"18873",31761,"  5","P2","E23","C12","SF539","DMSO","3.67e+02",1
"18874",12626,"217","P2","E23","C12","COLO205","DMSO","3.67e+02",1
"18875",2643," 99","P2","E23","C12","MDAMB231","DMSO","3.67e+02",1
"18876",26886,"  9","P2","E23","C12","IGROV1","DMSO","3.67e+02",1
"18877",17945," 20","P2","E23","C12","M14","DMSO","3.67e+02",1
"18878",27831," 73","P2","E23","C12","HCT15","DMSO","3.67e+02",1
"18879",9837," 35","P2","E23","C12","OVCAR5","DMSO","3.67e+02",1
"18880",22988,"100","P2","E23","C12","ACHN","DMSO","3.67e+02",1
"18881",17225," 68","P2","E23","C12","OVCAR4","DMSO","3.67e+02",1
"18882",14022," 99","P2","E23","C12","UACC257","DMSO","3.67e+02",1
"18883",21240," 40","P2","E23","C12","MALME3M","DMSO","3.67e+02",1
"18884",2642," 99","P2","E23","C12","MDAMB231","DMSO","3.67e+02",1
"18885",32691," 62","P2","E23","C12","BT549","DMSO","3.67e+02",1
"18886",5862," 88","P2","E23","C12","HOP62","DMSO","3.67e+02",1
"18887",15540," 42","P2","E23","C12","SW620","DMSO","3.67e+02",1
"18888",32690," 62","P2","E23","C12","BT549","DMSO","3.67e+02",1
"18889",4251," 94","P2","E23","C12","T47D","DMSO","3.67e+02",1
"18890",30316," 99","P2","E23","C12","SKMEL2","DMSO","3.67e+02",1
"18891",27830," 73","P2","E23","C12","HCT15","DMSO","3.67e+02",1
"18892",9836," 35","P2","E23","C12","OVCAR5","DMSO","3.67e+02",1
"18893",21241," 40","P2","E23","C12","MALME3M","DMSO","3.67e+02",1
"18894",12627,"217","P2","E23","C12","COLO205","DMSO","3.67e+02",1
"18895",18298,"197","P2","E24","C12","M14","DMSO","3.67e+02",2
"18896",27251,"191","P2","E24","C12","IGROV1","DMSO","3.67e+02",2
"18897",5909,"111","P2","E24","C12","HOP62","DMSO","3.67e+02",2
"18898",14140,"158","P2","E24","C12","UACC257","DMSO","3.67e+02",2
"18899",28018,"167","P2","E24","C12","HCT15","DMSO","3.67e+02",2
"18900",9247,"148","P2","E24","C12","HT29","DMSO","3.67e+02",2
"18901",15742,"143","P2","E24","C12","SW620","DMSO","3.67e+02",2
"18902",32043,"146","P2","E24","C12","SF539","DMSO","3.67e+02",2
"18903",7725,"203","P2","E24","C12","EKVX","DMSO","3.67e+02",2
"18904",14141,"158","P2","E24","C12","UACC257","DMSO","3.67e+02",2
"18905",30461,"171","P2","E24","C12","SKMEL2","DMSO","3.67e+02",2
"18906",30460,"171","P2","E24","C12","SKMEL2","DMSO","3.67e+02",2
"18907",19811,"137","P2","E24","C12","A498","DMSO","3.67e+02",2
"18908",1083,"135","P2","E24","C12","LOXIMVI","DMSO","3.67e+02",2
"18909",9246,"148","P2","E24","C12","HT29","DMSO","3.67e+02",2
"18910",18299,"197","P2","E24","C12","M14","DMSO","3.67e+02",2
"18911",21545,"192","P2","E24","C12","MALME3M","DMSO","3.67e+02",2
"18912",7724,"203","P2","E24","C12","EKVX","DMSO","3.67e+02",2
"18913",5908,"111","P2","E24","C12","HOP62","DMSO","3.67e+02",2
"18914",27250,"191","P2","E24","C12","IGROV1","DMSO","3.67e+02",2
"18915",1082,"135","P2","E24","C12","LOXIMVI","DMSO","3.67e+02",2
"18916",2846,"201","P2","E24","C12","MDAMB231","DMSO","3.67e+02",2
"18917",17337,"124","P2","E24","C12","OVCAR4","DMSO","3.67e+02",2
"18918",15743,"143","P2","E24","C12","SW620","DMSO","3.67e+02",2
"18919",2847,"201","P2","E24","C12","MDAMB231","DMSO","3.67e+02",2
"18920",21544,"192","P2","E24","C12","MALME3M","DMSO","3.67e+02",2
"18921",23030,"121","P2","E24","C12","ACHN","DMSO","3.67e+02",2
"18922",12493,"150","P2","E24","C12","COLO205","DMSO","3.67e+02",2
"18923",12492,"150","P2","E24","C12","COLO205","DMSO","3.67e+02",2
"18924",28019,"167","P2","E24","C12","HCT15","DMSO","3.67e+02",2
"18925",32786,"110","P2","E24","C12","BT549","DMSO","3.67e+02",2
"18926",10046,"140","P2","E24","C12","OVCAR5","DMSO","3.67e+02",2
"18927",25624,"194","P2","E24","C12","HS578T","DMSO","3.67e+02",2
"18928",17336,"124","P2","E24","C12","OVCAR4","DMSO","3.67e+02",2
"18929",23031,"121","P2","E24","C12","ACHN","DMSO","3.67e+02",2
"18930",25625,"194","P2","E24","C12","HS578T","DMSO","3.67e+02",2
"18931",4381,"159","P2","E24","C12","T47D","DMSO","3.67e+02",2
"18932",32787,"110","P2","E24","C12","BT549","DMSO","3.67e+02",2
"18933",10047,"140","P2","E24","C12","OVCAR5","DMSO","3.67e+02",2
"18934",4380,"159","P2","E24","C12","T47D","DMSO","3.67e+02",2
"18935",19810,"137","P2","E24","C12","A498","DMSO","3.67e+02",2
"18936",32042,"146","P2","E24","C12","SF539","DMSO","3.67e+02",2
"18937",13886," 31","P2","E3","C2","UACC257","Oxaliplatin","1.10e-02",1
"18938",21216," 28","P2","E3","C2","MALME3M","Oxaliplatin","1.10e-02",1
"18939",9842," 38","P2","E3","C2","OVCAR5","Oxaliplatin","1.10e-02",1
"18940",19564," 14","P2","E3","C2","A498","Oxaliplatin","1.10e-02",1
"18941",17104,"  8","P2","E3","C2","OVCAR4","Oxaliplatin","1.10e-02",1
"18942",32674," 54","P2","E3","C2","BT549","Oxaliplatin","1.10e-02",1
"18943",8963,"  6","P2","E3","C2","HT29","Oxaliplatin","1.10e-02",1
"18944",30178," 30","P2","E3","C2","SKMEL2","Oxaliplatin","1.10e-02",1
"18945",21217," 28","P2","E3","C2","MALME3M","Oxaliplatin","1.10e-02",1
"18946",19565," 14","P2","E3","C2","A498","Oxaliplatin","1.10e-02",1
"18947",7441," 61","P2","E3","C2","EKVX","Oxaliplatin","1.10e-02",1
"18948",15575," 59","P2","E3","C2","SW620","Oxaliplatin","1.10e-02",1
"18949",8962,"  6","P2","E3","C2","HT29","Oxaliplatin","1.10e-02",1
"18950",32675," 54","P2","E3","C2","BT549","Oxaliplatin","1.10e-02",1
"18951",27063," 97","P2","E3","C2","IGROV1","Oxaliplatin","1.10e-02",1
"18952",4105," 21","P2","E3","C2","T47D","Oxaliplatin","1.10e-02",1
"18953",12683,"245","P2","E3","C2","COLO205","Oxaliplatin","1.10e-02",1
"18954",984," 86","P2","E3","C2","LOXIMVI","Oxaliplatin","1.10e-02",1
"18955",30179," 30","P2","E3","C2","SKMEL2","Oxaliplatin","1.10e-02",1
"18956",27810," 63","P2","E3","C2","HCT15","Oxaliplatin","1.10e-02",1
"18957",2502," 29","P2","E3","C2","MDAMB231","Oxaliplatin","1.10e-02",1
"18958",12682,"245","P2","E3","C2","COLO205","Oxaliplatin","1.10e-02",1
"18959",17105,"  8","P2","E3","C2","OVCAR4","Oxaliplatin","1.10e-02",1
"18960",7440," 61","P2","E3","C2","EKVX","Oxaliplatin","1.10e-02",1
"18961",22953," 82","P2","E3","C2","ACHN","Oxaliplatin","1.10e-02",1
"18962",2503," 29","P2","E3","C2","MDAMB231","Oxaliplatin","1.10e-02",1
"18963",27811," 63","P2","E3","C2","HCT15","Oxaliplatin","1.10e-02",1
"18964",5717," 15","P2","E3","C2","HOP62","Oxaliplatin","1.10e-02",1
"18965",5716," 15","P2","E3","C2","HOP62","Oxaliplatin","1.10e-02",1
"18966",4104," 21","P2","E3","C2","T47D","Oxaliplatin","1.10e-02",1
"18967",985," 86","P2","E3","C2","LOXIMVI","Oxaliplatin","1.10e-02",1
"18968",25406," 85","P2","E3","C2","HS578T","Oxaliplatin","1.10e-02",1
"18969",22952," 82","P2","E3","C2","ACHN","Oxaliplatin","1.10e-02",1
"18970",13887," 31","P2","E3","C2","UACC257","Oxaliplatin","1.10e-02",1
"18971",18079," 87","P2","E3","C2","M14","Oxaliplatin","1.10e-02",1
"18972",15574," 59","P2","E3","C2","SW620","Oxaliplatin","1.10e-02",1
"18973",9843," 38","P2","E3","C2","OVCAR5","Oxaliplatin","1.10e-02",1
"18974",27062," 97","P2","E3","C2","IGROV1","Oxaliplatin","1.10e-02",1
"18975",18078," 87","P2","E3","C2","M14","Oxaliplatin","1.10e-02",1
"18976",25407," 85","P2","E3","C2","HS578T","Oxaliplatin","1.10e-02",1
"18977",31847," 48","P2","E3","C2","SF539","Oxaliplatin","1.10e-02",1
"18978",31846," 48","P2","E3","C2","SF539","Oxaliplatin","1.10e-02",1
"18979",18159,"127","P2","E4","C2","M14","Omacetaxine","1.10e+01",2
"18980",32948,"191","P2","E4","C2","BT549","Omacetaxine","1.10e+01",2
"18981",4426,"182","P2","E4","C2","T47D","Omacetaxine","1.10e+01",2
"18982",30388,"135","P2","E4","C2","SKMEL2","Omacetaxine","1.10e+01",2
"18983",12591,"199","P2","E4","C2","COLO205","Omacetaxine","1.10e+01",2
"18984",15799,"171","P2","E4","C2","SW620","Omacetaxine","1.10e+01",2
"18985",2699,"127","P2","E4","C2","MDAMB231","Omacetaxine","1.10e+01",2
"18986",10099,"166","P2","E4","C2","OVCAR5","Omacetaxine","1.10e+01",2
"18987",27936,"126","P2","E4","C2","HCT15","Omacetaxine","1.10e+01",2
"18988",18158,"127","P2","E4","C2","M14","Omacetaxine","1.10e+01",2
"18989",2698,"127","P2","E4","C2","MDAMB231","Omacetaxine","1.10e+01",2
"18990",17407,"159","P2","E4","C2","OVCAR4","Omacetaxine","1.10e+01",2
"18991",27125,"128","P2","E4","C2","IGROV1","Omacetaxine","1.10e+01",2
"18992",27937,"126","P2","E4","C2","HCT15","Omacetaxine","1.10e+01",2
"18993",25482,"123","P2","E4","C2","HS578T","Omacetaxine","1.10e+01",2
"18994",10098,"166","P2","E4","C2","OVCAR5","Omacetaxine","1.10e+01",2
"18995",21485,"162","P2","E4","C2","MALME3M","Omacetaxine","1.10e+01",2
"18996",19904,"184","P2","E4","C2","A498","Omacetaxine","1.10e+01",2
"18997",27124,"128","P2","E4","C2","IGROV1","Omacetaxine","1.10e+01",2
"18998",15798,"171","P2","E4","C2","SW620","Omacetaxine","1.10e+01",2
"18999",32133,"191","P2","E4","C2","SF539","Omacetaxine","1.10e+01",2
"19000",32949,"191","P2","E4","C2","BT549","Omacetaxine","1.10e+01",2
