"","drug","ionIndex","slope","r2","adj-r2","pvalue"
"11174","Trametinib","430","1.00321033928842","0.994450034454826","0.99415793100508","6.74065939980503e-23"
"11175","Cladribine","430","1.04181921029155","0.956418141562528","0.954124359539504","2.18270144704071e-14"
"11176","Decitabine","430","1.05643796991047","0.986705517992639","0.986005808413304","2.71867918664151e-19"
"11177","Lenvatinib","430","1.04028381824751","0.963392650404662","0.961465947794381","4.15016990742406e-15"
"11178","Mercaptopurine","430","1.00500985819614","0.970281089486045","0.9687169363011","5.70931139229721e-16"
"11179","Oxaliplatin","430","0.980877065658534","0.989547941135515","0.988997832774226","2.76269169575783e-20"
"11180","YC-1","430","0.972161234244646","0.97921636961446","0.97812249433101","1.902512863534e-17"
"11181","Docetaxel","431","0.799868333236722","0.947147863800898","0.944366172421998","1.36958680145348e-13"
"11182","Everolimus","431","0.87191834992487","0.965058020705542","0.963218969163728","2.66458837478207e-15"
"11183","Gemcitabine","431","1.01105174660307","0.961486090571988","0.959459042707356","6.72856331733266e-15"
"11184","Oligomycin A","431","0.882211841633787","0.724411703595162","0.70990705641596","1.00407520282885e-06"
"11185","17-AAG","431","0.668036561129152","0.907192618826663","0.90230801981754","2.93726153761784e-11"
"11186","BPTES","431","0.859791411767041","0.674591145283079","0.657464363455872","5.02232332526106e-06"
"11187","Chlormethine","431","0.824128253719586","0.966648141850337","0.964892780895092","1.71059296723689e-15"
"11188","Clofarabine","431","0.931050649293797","0.881180171336366","0.874926496143544","3.11181917061595e-10"
"11189","Erlotinib","431","0.682941724989641","0.840095806371862","0.831679796180908","5.33944852603806e-09"
"11190","Fluorouracil","431","0.837142586544051","0.95706022997884","0.95480024208299","1.89507181603738e-14"
"11191","Irinotecan","431","1.02380921564862","0.980456957590657","0.979428376411217","1.0596233835186e-17"
"11192","Panzem-2-ME2","431","0.596576268252004","0.863067579364263","0.855860609857119","1.20895884612812e-09"
"11193","Pemetrexed","431","0.786650376649536","0.928033675546923","0.924245974259919","2.59541925797127e-12"
"11194","Asparaginase","431","0.847221092098416","0.987616743375291","0.98666418517339","8.7577959600692e-14"
"11195","Rapamycin","431","0.86887543706529","0.979412389787691","0.978328831355464","1.73856667112678e-17"
"11196","Methotrexate","431","1.06062520312911","0.988789861529006","0.988199854241059","5.37489013103443e-20"
"11197","Omacetaxine","431","0.937586753612648","0.888529157140955","0.882662270674689","1.69039126164496e-10"
"11198","Paclitaxel","431","0.817883507825912","0.972135737150572","0.970669197000602","3.09277887987656e-16"
"11199","Topotecan","431","0.913015226240139","0.981834417829594","0.980878334557468","5.28833592658072e-18"
"11200","Trametinib","431","0.934083339700579","0.942796141150656","0.939785411737533","2.91029103410347e-13"
"11201","Cladribine","431","0.953285916875467","0.980583055570211","0.979561111126538","9.96366424874761e-18"
"11202","Decitabine","431","0.892423237749708","0.976841461651614","0.975622591212225","5.323610504186e-17"
"11203","Lenvatinib","431","0.855093638480532","0.965135536991526","0.963300565254238","2.60886400543802e-15"
"11204","Mercaptopurine","431","0.972348241259199","0.967997999428926","0.966313683609396","1.15455778237303e-15"
"11205","Oxaliplatin","431","0.926528353774502","0.975888214788141","0.974619173461201","7.8130535966492e-17"
"11206","YC-1","431","0.923717297447228","0.969222201843955","0.967602317730479","7.96603118577627e-16"
"11207","Docetaxel","432","0.943295913251542","0.967690081150907","0.965989559106218","1.26469564888712e-15"
"11208","Everolimus","432","0.977623467579153","0.980300050762506","0.979263211328953","1.1433410210048e-17"
"11209","Gemcitabine","432","0.986673278526549","0.99143898963348","0.990988410140505","4.14503114461483e-21"
"11210","Oligomycin A","432","0.957030244959019","0.986137526579411","0.98540792271517","4.04649834329328e-19"
"11211","17-AAG","432","0.967733713213598","0.966878462180332","0.965135223347718","1.60143515045866e-15"
"11212","BPTES","432","0.974160986536324","0.942730426641199","0.939716238569683","2.94229999611933e-13"
"11213","Chlormethine","432","1.01326205936585","0.988149315626542","0.98752559539636","9.11496694388625e-20"
"11214","Clofarabine","432","0.999586315051601","0.974624753629209","0.973289214346536","1.26996969931392e-16"
"11215","Erlotinib","432","0.982829938848241","0.987989127315068","0.987356976121124","1.03557765796885e-19"
"11216","Fluorouracil","432","1.03105930591633","0.962395716567534","0.960416543755299","5.3595019854093e-15"
"11217","Irinotecan","432","0.982779335164459","0.987621066608449","0.986969543798367","1.37971090444438e-19"
"11218","Panzem-2-ME2","432","0.972251614306983","0.961541431307151","0.959517296112791","6.63710121349699e-15"
"11219","Pemetrexed","432","0.979615843938726","0.982477317449638","0.981555070999619","3.7542891013088e-18"
"11220","Asparaginase","432","1.02563719645288","0.93066948913205","0.925336372911439","6.5478892888295e-09"
"11221","Rapamycin","432","0.993021261097606","0.988990288960261","0.988410830484486","4.52789942516255e-20"
"11222","Methotrexate","432","0.994360626431771","0.979019098471202","0.977914840496003","2.08134033063766e-17"
"11223","Omacetaxine","432","0.986224400462653","0.947452479970242","0.944686821021307","1.29621971766715e-13"
"11224","Paclitaxel","432","0.93858809449309","0.976927375322155","0.9757130266549","5.13871652815015e-17"
"11225","Topotecan","432","0.999683065092897","0.980436394721346","0.979406731285627","1.07027273452693e-17"
"11226","Trametinib","432","0.975422473142113","0.986439618805774","0.985725914532394","3.28182478465623e-19"
"11227","Cladribine","432","1.05182025080802","0.936992351011822","0.933676158959812","7.30867682879511e-13"
"11228","Decitabine","432","0.964380433072856","0.858532634353033","0.851086983529509","1.65142149168283e-09"
"11229","Lenvatinib","432","1.0115860580337","0.946196120459457","0.943364337325744","1.6233834288883e-13"
"11230","Mercaptopurine","432","0.938075523105893","0.97421118143545","0.97285387519521","1.48107744143009e-16"
"11231","Oxaliplatin","432","0.98017090965858","0.983615563398945","0.982753224630468","1.98241367072273e-18"
"11232","YC-1","432","1.01623439987299","0.982280396058198","0.981347785324419","4.17517325974978e-18"
"11233","Docetaxel","433","0.768471566911092","0.88019112415357","0.873885393845863","3.36847445175795e-10"
"11234","Everolimus","433","0.939464507530346","0.96933793928645","0.967724146617316","7.6855442778475e-16"
"11235","Gemcitabine","433","0.947171123943465","0.973066259669434","0.971648694388878","2.23886491256561e-16"
"11236","Oligomycin A","433","0.820460033846069","0.979375882611354","0.978290402748794","1.76810597330729e-17"
"11237","17-AAG","433","0.786728512364428","0.934292425665611","0.930834132279591","1.09021718406451e-12"
"11238","BPTES","433","0.867449386243576","0.967043684853352","0.965309141950897","1.52701516028502e-15"
"11239","Chlormethine","433","0.945412721399914","0.960958459764535","0.958903641857406","7.65893777206803e-15"
"11240","Clofarabine","433","0.896195637480461","0.942989097416264","0.939988523596068","2.81809755804746e-13"
"11241","Erlotinib","433","0.919227065331104","0.918095194088347","0.913784414829839","8.91290114241033e-12"
"11242","Fluorouracil","433","0.954551450229943","0.979654740829708","0.978583937715482","1.55341349754382e-17"
"11243","Irinotecan","433","0.908449421143338","0.972106581101329","0.970638506422451","3.12370175730801e-16"
"11244","Panzem-2-ME2","433","1.07859529931357","0.885434523871886","0.879404761970406","2.19605996033217e-10"
"11245","Pemetrexed","433","0.904639409814982","0.975665140319549","0.974384358231104","8.52826500390446e-17"
"11246","Asparaginase","433","0.823515470197271","0.957393714877265","0.954116308329362","2.73135376320082e-10"
"11247","Rapamycin","433","0.941259198300572","0.959513873114228","0.957383024330766","1.08234657621335e-14"
"11248","Methotrexate","433","0.793133756203315","0.891810959484408","0.886116799457272","1.27051268028825e-10"
"11249","Omacetaxine","433","1.01662004850409","0.939089079936999","0.935883242038946","5.29382874689293e-13"
"11250","Paclitaxel","433","0.976355567975183","0.906614981699181","0.90169998073598","3.11649380897039e-11"
"11251","Topotecan","433","0.932112409231767","0.944742472882951","0.941834181982054","2.0927211207076e-13"
"11252","Trametinib","433","0.941294701021496","0.962884734501975","0.960931299475763","4.73172901405328e-15"
"11253","Cladribine","433","1.01663806883421","0.88387761329961","0.877765908736431","2.49848708993963e-10"
"11254","Decitabine","433","0.935499249906928","0.966306556788776","0.964533217672395","1.88476340133344e-15"
"11255","Lenvatinib","433","1.07849723758367","0.972518137045514","0.971071723205804","2.71180584477802e-16"
"11256","Mercaptopurine","433","0.859836895913602","0.937608199216763","0.934324420228171","6.65557697855039e-13"
"11257","Oxaliplatin","433","0.923165182419578","0.972719430663062","0.971283611224276","2.52863996090311e-16"
"11258","YC-1","433","1.00287726341521","0.969157575547876","0.967534290050396","8.12660613454087e-16"
"11259","Docetaxel","434","0.842235424304707","0.951722889795717","0.949181989258649","5.78222289549964e-14"
"11260","Everolimus","434","0.975849657368687","0.960944106221886","0.958888532865143","7.68578139984038e-15"
"11261","Gemcitabine","434","0.980457888873396","0.984231191228972","0.983401253925234","1.37740475790598e-18"
"11262","Oligomycin A","434","0.981346479433572","0.92830392335026","0.924530445631853","2.5039654389558e-12"
"11263","17-AAG","434","0.883065788899321","0.958800849444951","0.956632473099949","1.27803036301991e-14"
"11264","BPTES","434","0.922703081526238","0.930200511445257","0.926526854152902","1.93918796754323e-12"
"11265","Chlormethine","434","0.920738877969493","0.960680987093941","0.958611565362044","8.19301769442068e-15"
"11266","Clofarabine","434","0.991079863985083","0.970447950762806","0.968892579750322","5.41152721617348e-16"
"11267","Erlotinib","434","0.912663125561838","0.926132510822753","0.922244748234477","3.32802032940474e-12"
"11268","Fluorouracil","434","0.952641522566185","0.94578405753753","0.942930586881611","1.74575694020255e-13"
"11269","Irinotecan","434","1.02646542882748","0.981098969053435","0.980104177950984","7.71275726491706e-18"
"11270","Panzem-2-ME2","434","0.835833143427555","0.941376541007119","0.938291095796967","3.67594545496245e-13"
"11271","Pemetrexed","434","0.994828348863267","0.968178605623813","0.966503795393487","1.09402905180654e-15"
"11272","Asparaginase","434","0.843538495549417","0.943657015581684","0.939322939857199","1.69029508039499e-09"
"11273","Rapamycin","434","0.945980949802309","0.981861045351536","0.980906363527932","5.2150873898522e-18"
"11274","Methotrexate","434","1.01379947862673","0.987985433534772","0.987353087931339","1.03860890945794e-19"
"11275","Omacetaxine","434","0.937056655242507","0.97650943231369","0.975273086645989","6.09544501274174e-17"
"11276","Paclitaxel","434","0.902930353203508","0.971064561188241","0.969541643356043","4.42791056572872e-16"
"11277","Topotecan","434","1.00164154612118","0.982837713427603","0.98193443518695","3.081158553877e-18"
"11278","Trametinib","434","1.01889622508367","0.979034537879688","0.977931092504935","2.0668206915433e-17"
"11279","Cladribine","434","0.99023498388182","0.981449205904359","0.980472848320378","6.45611508344556e-18"
"11280","Decitabine","434","0.9867836542831","0.985282468522431","0.984507861602558","7.14817101282837e-19"
"11281","Lenvatinib","434","0.912775574743283","0.887227018871788","0.881291598812408","1.88881012544658e-10"
"11282","Mercaptopurine","434","0.991662480672548","0.972335672498025","0.970879655261079","2.88800456064794e-16"
"11283","Oxaliplatin","434","1.013050563354","0.974846858103054","0.973523008529531","1.16809303296201e-16"
"11284","YC-1","434","0.984618256500441","0.933345407894279","0.929837271467662","1.24954008663132e-12"
"11285","Docetaxel","435","0.579479690700975","0.768368888840292","0.756177777726624","1.87755316333664e-07"
"11286","Everolimus","435","0.865846708257581","0.938505426932893","0.935268870455676","5.7974481895774e-13"
"11287","Gemcitabine","435","1.12769235904048","0.928995058939852","0.925257956778792","2.28306482570185e-12"
"11288","Oligomycin A","435","0.898146505226815","0.981608114171509","0.980640120180536","5.94901685373806e-18"
"11289","17-AAG","435","0.761768614564208","0.844231165195897","0.836032805469365","4.15377482630435e-09"
"11290","BPTES","435","0.852514186617922","0.927110080305113","0.923273768742224","2.93098987966922e-12"
"11291","Chlormethine","435","1.18899540287474","0.969464244305894","0.967857099269362","7.38956309464449e-16"
"11292","Clofarabine","435","1.06458800121553","0.870653675708841","0.863845974430358","7.00757235457454e-10"
"11293","Erlotinib","435","0.981660026303249","0.955936377254747","0.953617239215523","2.42354044413129e-14"
"11294","Fluorouracil","435","1.12976733566312","0.97662402824081","0.975393713937694","5.81843174650794e-17"
"11295","Irinotecan","435","1.01987225211322","0.93546241617788","0.932065701239874","9.18634145510694e-13"
"11296","Panzem-2-ME2","435","1.02386018146369","0.861818271971588","0.854545549443777","1.31875353418259e-09"
"11297","Pemetrexed","435","0.973819955426884","0.971340551136015","0.969832159090542","4.04205185460477e-16"
"11298","Asparaginase","435","0.68114865951074","0.919919246743437","0.913759188800624","1.67955097421268e-08"
"11299","Rapamycin","435","0.893687242100382","0.92256096915827","0.918485230692916","5.22098513102878e-12"
"11300","Methotrexate","435","0.71048086172448","0.871627999515431","0.864871578437296","6.51860307684389e-10"
"11301","Omacetaxine","435","0.918876413137503","0.782344316781482","0.770888754506823","1.03127898445548e-07"
"11302","Paclitaxel","435","0.62915011737971","0.852334184472992","0.844562299445255","2.4899314653931e-09"
"11303","Topotecan","435","0.914761121220147","0.896387356582761","0.890934059560801","8.40742783349973e-11"
"11304","Trametinib","435","0.820946786952195","0.919699915901561","0.915473595685854","7.37974395539213e-12"
"11305","Cladribine","435","1.04949830687249","0.806303058734529","0.796108482878451","3.36064141849219e-08"
"11306","Decitabine","435","1.02336628133545","0.961734273959434","0.959720288378352","6.3270192888706e-15"
"11307","Lenvatinib","435","1.12024095695414","0.959168312147201","0.957019275944422","1.17355197104916e-14"
"11308","Mercaptopurine","435","0.885690952853536","0.880588667907702","0.874303860955475","3.26311770339269e-10"
"11309","Oxaliplatin","435","1.04223826305153","0.973846693621691","0.972470203812306","1.69260295486795e-16"
"11310","YC-1","435","1.05134761023452","0.972608123834556","0.971166446141638","2.6285046648956e-16"
"11311","Docetaxel","436","0.6492681815376","0.824289563932918","0.815041646245177","1.31848817465773e-08"
"11312","Everolimus","436","0.902791109811656","0.959981797307706","0.957875576113374","9.68966347047865e-15"
"11313","Gemcitabine","436","1.11122502997756","0.936348049174293","0.932997946499255","8.05282697714146e-13"
"11314","Oligomycin A","436","0.934636172678626","0.98378272516382","0.982929184382968","1.79825554141987e-18"
"11315","17-AAG","436","0.780113926692075","0.869439328502169","0.862567714212809","7.6628830739324e-10"
"11316","BPTES","436","0.825567684581784","0.919506243028949","0.915269729504156","7.55129188220551e-12"
"11317","Chlormethine","436","1.20058079593014","0.97140963841063","0.969904882537506","3.95030083311539e-16"
"11318","Clofarabine","436","1.07207237904104","0.886470930348012","0.880495716155802","2.01336837553645e-10"
"11319","Erlotinib","436","0.99661945775433","0.97448860415562","0.973145899111179","1.33628258819896e-16"
"11320","Fluorouracil","436","13.8889938039738","0.518577791232619","0.493239780244862","0.000232202680127424"
"11321","Irinotecan","436","1.01583711658468","0.94776831739954","0.9450192814732","1.22388457998805e-13"
"11322","Panzem-2-ME2","436","1.0716975185639","0.853137992835848","0.845408413511419","2.36311539839401e-09"
"11323","Pemetrexed","436","23.9276484712561","0.457875922933769","0.429343076772388","0.000755915619411589"
"11324","Asparaginase","436","0.843686390179814","0.948019247175076","0.944020727727005","9.99119913842954e-10"
"11325","Rapamycin","436","0.920425920279998","0.952659757079828","0.950168165347187","4.79788543660751e-14"
"11326","Methotrexate","436","8.96173079437431","0.48838956384116","0.461462698780168","0.00042438452020964"
"11327","Omacetaxine","436","0.951053782928122","0.821240313615962","0.811831909069433","1.55516382642198e-08"
"11328","Paclitaxel","436","0.699769236031343","0.883696665112172","0.877575436960181","2.53595150651856e-10"
"11329","Topotecan","436","0.926481948363063","0.926135531569639","0.922247927968041","3.32672276059046e-12"
"11330","Trametinib","436","0.851190542698611","0.936282092120785","0.932928518021879","8.13270702003887e-13"
"11331","Cladribine","436","1.02776169588722","0.840548178267328","0.832155977123503","5.19641404740377e-09"
"11332","Decitabine","436","1.13619264305844","0.979496237619349","0.978417092230893","1.67238775436043e-17"
"11333","Lenvatinib","436","1.14897788317014","0.977038802157271","0.975830318060285","4.90748430451946e-17"
"11334","Mercaptopurine","436","0.833912836356073","0.890087894462847","0.884303046802997","1.47756519904087e-10"
"11335","Oxaliplatin","436","1.04093567251564","0.981483085144412","0.980508510678328","6.34486923278058e-18"
"11336","YC-1","436","1.05380799655799","0.982462321493882","0.981539285783034","3.78494928728801e-18"
"11337","Docetaxel","437","0.890697897526343","0.930824524984445","0.927183710509942","1.78007417539442e-12"
"11338","Everolimus","437","1.01181335068299","0.979007621949113","0.977902759946435","2.09219223981007e-17"
"11339","Gemcitabine","437","1.04628826431879","0.971840339475341","0.970358252079306","3.41914151180365e-16"
"11340","Oligomycin A","437","0.930750677481479","0.972043655422018","0.970572268865282","3.19138565897956e-16"
"11341","17-AAG","437","0.94203983215284","0.934654526640984","0.931215291201035","1.03427976068698e-12"
"11342","BPTES","437","0.918119455449606","0.956338566945466","0.954040596784701","2.2209404042608e-14"
"11343","Chlormethine","437","1.03601209566322","0.961973077983062","0.959971661034803","5.96104078870655e-15"
"11344","Clofarabine","437","1.00621141163425","0.948381314294464","0.945664541362593","1.09372162981854e-13"
"11345","Erlotinib","437","1.00517943111567","0.956616819678053","0.954333494397951","2.08978815582626e-14"
"11346","Fluorouracil","437","1.13363733621109","0.950156078568566","0.947532714282701","7.8377438563483e-14"
"11347","Irinotecan","437","0.98705913510183","0.980977114424041","0.979975909920043","8.19874918429219e-18"
"11348","Panzem-2-ME2","437","0.98981227378423","0.932276943356746","0.92871257195447","1.45407039712213e-12"
"11349","Pemetrexed","437","1.10159425949987","0.924974719848946","0.921026020893628","3.86007606901777e-12"
"11350","Asparaginase","437","0.814493319103607","0.95968574869528","0.956584652441071","1.9047242173651e-10"
"11351","Rapamycin","437","1.00703130573515","0.977687588617205","0.976513251176005","3.73656418466091e-17"
"11352","Methotrexate","437","1.02648809047179","0.951653339439261","0.949108778357117","5.86203861305946e-14"
"11353","Omacetaxine","437","1.01176987132292","0.938114332686165","0.934857192301226","6.15849448079307e-13"
"11354","Paclitaxel","437","0.878536703398192","0.938275646193255","0.9350269959929","6.00720507274605e-13"
"11355","Topotecan","437","0.980739768577879","0.970037295416504","0.968460310964741","6.17078184630866e-16"
"11356","Trametinib","437","1.01464847714945","0.961918001702307","0.959913686002428","6.043723401551e-15"
"11357","Cladribine","437","1.02401249770364","0.922110265284302","0.918010805562423","5.5181156714233e-12"
"11358","Decitabine","437","1.05126934381234","0.958647389710994","0.956470936537888","1.32407273447626e-14"
"11359","Lenvatinib","437","1.02795713414733","0.660907424380189","0.643060446715988","7.4941724199714e-06"
"11360","Mercaptopurine","437","0.999460534441468","0.951170644225996","0.948600678132627","6.4437073356209e-14"
"11361","Oxaliplatin","437","1.02319905860048","0.978902064092733","0.977791646413403","2.19440541356824e-17"
"11362","YC-1","437","0.982511172387707","0.954363798180742","0.951961892821834","3.38415902744598e-14"
"11363","Docetaxel","438","0.58264215636846","0.88785186373035","0.881949330242474","1.79113326404132e-10"
"11364","Everolimus","438","1.00892275271755","0.966228062706145","0.964450592322258","1.92696247929485e-15"
"11365","Gemcitabine","438","1.64948068317302","0.979656152315806","0.978585423490322","1.55238896820929e-17"
"11366","Oligomycin A","438","0.838027465005072","0.998094054844762","0.997993741941855","2.619841792106e-27"
"11367","17-AAG","438","0.727219499483032","0.987035578361728","0.986353240380766","2.14076367643463e-19"
"11368","BPTES","438","1.09813887752335","0.988082189472156","0.98745493628648","9.61772512178485e-20"
"11369","Chlormethine","438","0.884600056305646","0.995349620522972","0.995104863708392","1.25576051742806e-23"
"11370","Clofarabine","438","0.628575898549376","0.986234687832565","0.98551019771849","3.7847809253965e-19"
"11371","Erlotinib","438","1.02947233381844","0.996671965329884","0.996496805610404","5.2274614093244e-25"
"11372","Fluorouracil","438","0.806373717899097","0.993231313905985","0.992875067269458","4.44607725367253e-22"
"11373","Irinotecan","438","0.81884349003375","0.977453618440409","0.976266966779378","4.12627003680593e-17"
"11374","Panzem-2-ME2","438","1.058091012139","0.987366177503456","0.986701239477322","1.6746668747683e-19"
"11375","Pemetrexed","438","0.733325437532182","0.975669436500052","0.97438888052637","8.51395544979297e-17"
"11376","Asparaginase","438","0.720598614080349","0.985795422577026","0.984702762775258","2.13844992094841e-13"
"11377","Rapamycin","438","0.898486812299049","0.992824141121988","0.992446464338935","7.74582914299762e-22"
"11378","Methotrexate","438","0.772387691546023","0.976657119364442","0.975428546699412","5.74056536389068e-17"
"11379","Omacetaxine","438","0.460428783913784","0.972359410837176","0.970904642986501","2.8645162185171e-16"
"11380","Paclitaxel","438","0.710510899055431","0.959605788593488","0.95747977746683","1.05918095754008e-14"
"11381","Topotecan","438","0.727634163974966","0.993158398230824","0.992798313927183","4.92264922020873e-22"
"11382","Trametinib","438","0.81338539528914","0.97713658191622","0.975933244122337","4.71229164403625e-17"
"11383","Cladribine","438","0.58342700258751","0.965418317810316","0.963598229274016","2.41431446287718e-15"
"11384","Decitabine","438","1.16449310540165","0.895446825890697","0.889944027253365","9.16536795619838e-11"
"11385","Lenvatinib","438","1.11676008758747","0.994691168474893","0.994411756289361","4.41964112701853e-23"
"11386","Mercaptopurine","438","0.778025934063448","0.991044513414524","0.990573172015289","6.36012267176427e-21"
"11387","Oxaliplatin","438","0.613592845480149","0.988698105457181","0.988103268902295","5.80791703607205e-20"
"11388","YC-1","438","0.622680577588477","0.920850796097964","0.916685048524173","6.43039370616491e-12"
"11389","Docetaxel","439","1.06805288912297","0.875979825003892","0.869452447372518","4.68701939210013e-10"
"11390","Everolimus","439","1.03274578328994","0.938035248871496","0.934773946180522","6.233902836638e-13"
"11391","Gemcitabine","439","0.970032263659396","0.815170500719376","0.805442632336185","2.1427626617909e-08"
"11392","Oligomycin A","439","0.868897907116293","0.860145742689567","0.852784992304807","1.47971651334674e-09"
"11393","17-AAG","439","0.873101729509026","0.772413711787839","0.760435486092462","1.58453651359304e-07"
"11394","BPTES","439","0.81462748922526","0.726504072301748","0.712109549791313","9.32764625673324e-07"
"11395","Chlormethine","439","1.03122689949966","0.844494665398082","0.836310174103244","4.08693180015526e-09"
"11396","Clofarabine","439","1.00002285228232","0.850866769169174","0.843017651757026","2.73727578151808e-09"
"11397","Erlotinib","439","1.29118311523208","0.729528573480062","0.715293235242171","8.37721126531567e-07"
"11398","Fluorouracil","439","1.04218869889338","0.923957203564575","0.919954951120605","4.3892465229781e-12"
"11399","Irinotecan","439","1.16359486276851","0.842039458078961","0.833725745346275","4.74889398914733e-09"
"11400","Panzem-2-ME2","439","0.885569733104277","0.794123279792355","0.783287662939321","6.03887548807733e-08"
"11401","Pemetrexed","439","0.842802084823779","0.909494147731651","0.90473068182279","2.31123055806925e-11"
"11402","Asparaginase","439","0.901731827212763","0.750010376938662","0.730780405933944","2.99473919291182e-05"
"11403","Rapamycin","439","0.969813596572664","0.939221972118907","0.936023128546218","5.18478744823495e-13"
"11404","Methotrexate","439","0.91756852682912","0.913244244044712","0.908678151626013","1.54328731033617e-11"
"11405","Omacetaxine","439","0.86328702645197","0.758042783832753","0.745308193508161","2.85845895481643e-07"
"11406","Paclitaxel","439","0.996875406176805","0.912481003042785","0.907874740045037","1.67783052177205e-11"
"11407","Topotecan","439","0.867926107776761","0.921586076177302","0.917459027555055","5.88267534857741e-12"
"11408","Trametinib","439","0.964280175885305","0.90606686500718","0.901123015797031","3.29556111357264e-11"
"11409","Cladribine","439","0.803076830032697","0.82489329656678","0.815677154280821","1.27565835343429e-08"
"11410","Decitabine","439","0.866201746324014","0.640831990580753","0.621928411137635","1.31172574183372e-05"
"11411","Lenvatinib","439","0.578368945566138","0.720961646956034","0.706275417848456","1.13241623744043e-06"
"11412","Mercaptopurine","439","0.726806054316028","0.813824908821032","0.804026219811613","2.29731481012356e-08"
"11413","Oxaliplatin","439","1.01469915908984","0.767054855760881","0.754794585011454","1.98271310169209e-07"
"11414","YC-1","439","0.987320868840163","0.878222296793649","0.871812943993315","3.93655926582591e-10"
"11415","Docetaxel","440","0.649986406344612","0.817246970527349","0.807628390028788","1.92251404278718e-08"
"11416","Everolimus","440","0.810951464197136","0.936422236493856","0.933076038414585","7.96381943057315e-13"
"11417","Gemcitabine","440","0.889514994614236","0.948201908960811","0.945475693642959","1.13046863885618e-13"
"11418","Oligomycin A","440","1.07503543199065","0.958365351523366","0.956174054235122","1.41258046651691e-14"
"11419","17-AAG","440","0.711029903716405","0.8003412476754","0.789832892289894","4.49702288949205e-08"
"11420","BPTES","440","1.05279236406902","0.931434203346574","0.92782547720692","1.63601134380657e-12"
"11421","Chlormethine","440","0.938805634689264","0.968867560851221","0.967229011422338","8.8834552902714e-16"
"11422","Clofarabine","440","2.76718810767552","0.532200442521775","0.507579413180816","0.00017485184433674"
"11423","Erlotinib","440","1.00659366629797","0.96777467803483","0.966078608457716","1.23353698880123e-15"
"11424","Fluorouracil","440","0.962144926500698","0.918541031870155","0.914253717758058","8.46067137447025e-12"
"11425","Irinotecan","440","0.880054329780617","0.956985916162657","0.954722017013323","1.92652665508278e-14"
"11426","Panzem-2-ME2","440","0.83683187074786","0.85657927988116","0.849030820927537","1.88311996394838e-09"
"11427","Pemetrexed","440","2.61643433526692","0.749429574622448","0.736241657497314","4.00531371956168e-07"
"11428","Asparaginase","440","1.32940392269071","0.867256484082211","0.857045444396228","4.60044096092624e-07"
"11429","Rapamycin","440","0.828150302578243","0.969026754192188","0.967396583360197","8.46055113242288e-16"
"11430","Methotrexate","440","3.50070982483827","0.399179279072956","0.36755713586627","0.00212398096681279"
"11431","Omacetaxine","440","0.768771747679241","0.875940641036032","0.86941120109056","4.70120047621014e-10"
"11432","Paclitaxel","440","0.690434260349611","0.894941151118479","0.889411738019452","9.59768039198676e-11"
"11433","Topotecan","440","0.846413996420421","0.949533934339829","0.946877825620873","8.82059795855453e-14"
"11434","Trametinib","440","0.728296465006703","0.895571143677089","0.890074888081146","9.06179506199604e-11"
"11435","Cladribine","440","0.879793534138415","0.892561774069234","0.886907130599193","1.18872965864149e-10"
"11436","Decitabine","440","0.872602412746273","0.972972690660528","0.971550200695293","2.31395604052413e-16"
"11437","Lenvatinib","440","1.04563156482314","0.955082063594949","0.952717961678894","2.90972146380215e-14"
"11438","Mercaptopurine","440","3.00033936726969","0.713065529242642","0.697963714992255","1.48331259524066e-06"
"11439","Oxaliplatin","440","0.829617222443316","0.980497685524627","0.97947124792066","1.03881019387414e-17"
"11440","YC-1","440","0.979718453256973","0.983787568932683","0.982934283087035","1.79315555403506e-18"
"11441","Docetaxel","441","0.622740443842659","0.79719338419432","0.786519351783495","5.22666547573334e-08"
"11442","Everolimus","441","0.872918317892866","0.948220469432281","0.945495230981349","1.12661636468548e-13"
"11443","Gemcitabine","441","1.14534997142513","0.938458477913864","0.935219450435647","5.83976480778324e-13"
"11444","Oligomycin A","441","0.90371188994738","0.981371660248906","0.980391221314638","6.71734094425414e-18"
"11445","17-AAG","441","0.781419724213317","0.877391055834321","0.870937953509811","4.2011414130474e-10"
"11446","BPTES","441","0.874792903595617","0.946598546370389","0.943787943547778","1.51134315890798e-13"
"11447","Chlormethine","441","1.17605091123776","0.977866393517301","0.976701466860317","3.46131006708817e-17"
"11448","Clofarabine","441","1.0683135080463","0.886943550328847","0.88099321087247","1.93467543191775e-10"
"11449","Erlotinib","441","0.976287381593408","0.960790097292259","0.958726418202378","7.97915053147391e-15"
"11450","Fluorouracil","441","1.11981884578618","0.982628475286989","0.98171418451262","3.45742137940097e-18"
"11451","Irinotecan","441","1.00313020792876","0.945811107099347","0.942959060104576","1.73747761166792e-13"
"11452","Panzem-2-ME2","441","1.03341147979718","0.885832305166555","0.87982347912269","2.12425582266404e-10"
"11453","Pemetrexed","441","0.982920469611196","0.97729497373156","0.976099972349011","4.410811109449e-17"
"11454","Asparaginase","441","0.708959892134778","0.93422034336442","0.929160369777068","4.64490755556647e-09"
"11455","Rapamycin","441","0.897156243999667","0.934969083903105","0.931546404108531","9.87788005892589e-13"
"11456","Methotrexate","441","0.751753309668978","0.902854230181198","0.897741294927577","4.54327961201994e-11"
"11457","Omacetaxine","441","0.887851781147533","0.80861277391796","0.798539762018905","2.99486717604139e-08"
